Transaction_ID,Customer_ID,Brand,Age_Group,Gender,City_Tier,City,Sales_Channel,Season,Product_Category,Unit_Price_INR,Quantity,Subtotal_INR,Discount_Pct,Final_Amount_INR,Rating,Review_Count,Payment_Method,Purchase_Frequency,Repeat_Purchase
TXN80540486,CUST834879,Westside,25-34,Female,Tier 3,Ranchi,Offline,Summer,Shirts,1320,1,1320,25,990,4.7,8,UPI,One-time,0
TXN30717918,CUST960079,Zudio,45-54,Female,Tier 1,Delhi,Offline,Summer,Jeans,1450,2,2900,15,2465,4.3,6,Cash,Occasional,1
TXN77271276,CUST042398,Zudio,18-24,Male,Tier 1,Delhi,Online,Monsoon,Shirts,950,1,950,0,950,4.9,14,UPI,Regular,1
TXN02003955,CUST955437,Westside,25-34,Male,Tier 3,Jodhpur,Online,Winter,Ethnic Wear,2220,1,2220,15,1887,4.2,18,UPI,One-time,0
TXN23986402,CUST719395,Zudio,18-24,Female,Tier 1,Delhi,Online,Monsoon,Dresses,1610,1,1610,10,1449,4.8,19,Card,Occasional,1
TXN02385877,CUST192901,Zudio,25-34,Female,Tier 2,Bhopal,Offline,Monsoon,T-Shirts,660,1,660,15,561,4.0,9,Cash,Regular,1
TXN56872806,CUST168435,Zudio,35-44,Male,Tier 2,Bhopal,Offline,Winter,Jeans,1390,1,1390,5,1320,5.0,7,Card,Occasional,1
TXN05783872,CUST039873,Zudio,18-24,Male,Tier 1,Mumbai,Online,Festive,Accessories,580,1,580,15,493,4.3,17,UPI,Frequent,1
TXN75594304,CUST476671,Zudio,25-34,Female,Tier 1,Bengaluru,Offline,Monsoon,Ethnic Wear,1640,1,1640,0,1640,3.9,6,UPI,One-time,0
TXN05068967,CUST692947,Zudio,18-24,Female,Tier 3,Ranchi,Offline,Winter,Dresses,1620,1,1620,0,1620,4.2,6,UPI,Regular,1
TXN75747892,CUST018799,Zudio,25-34,Female,Tier 1,Hyderabad,Online,Summer,Jeans,1250,1,1250,40,750,4.4,13,Card,Occasional,0
TXN40531995,CUST479942,Zudio,55+,Female,Tier 1,Pune,Offline,Monsoon,Accessories,470,1,470,15,400,3.7,8,UPI,One-time,0
TXN09480904,CUST868961,Westside,18-24,Other,Tier 2,Lucknow,Offline,Festive,Trousers,1810,1,1810,25,1358,4.9,7,Card,Frequent,1
TXN35898975,CUST838847,Westside,45-54,Female,Tier 1,Delhi,Offline,Summer,T-Shirts,910,2,1820,30,1274,3.9,8,Card,One-time,0
TXN42506001,CUST273378,Zudio,25-34,Male,Tier 2,Indore,Offline,Festive,Trousers,1280,1,1280,10,1152,3.8,6,UPI,One-time,0
TXN93369275,CUST807747,Zudio,25-34,Female,Tier 1,Kolkata,Offline,Monsoon,Shirts,890,1,890,30,623,4.6,10,Cash,Regular,1
TXN92220998,CUST597700,Westside,35-44,Female,Tier 2,Coimbatore,Online,Festive,T-Shirts,960,1,960,10,864,4.8,13,Card,Frequent,1
TXN85042984,CUST666227,Zudio,35-44,Female,Tier 2,Bhopal,Online,Summer,Footwear,1230,1,1230,30,861,4.3,15,Card,One-time,0
TXN97211632,CUST684079,Zudio,18-24,Male,Tier 2,Surat,Offline,Festive,T-Shirts,530,1,530,10,477,4.7,8,Cash,Regular,1
TXN68672806,CUST577008,Westside,25-34,Female,Tier 2,Jaipur,Offline,Monsoon,Dresses,2080,1,2080,20,1664,3.9,10,UPI,Occasional,1
TXN17587219,CUST856870,Zudio,35-44,Other,Tier 1,Pune,Offline,Festive,T-Shirts,740,1,740,30,518,3.7,9,Wallet,One-time,0
TXN09475492,CUST073637,Zudio,25-34,Male,Tier 3,Gwalior,Offline,Summer,Shirts,950,1,950,15,808,3.9,7,UPI,Occasional,1
TXN99030580,CUST198167,Zudio,25-34,Male,Tier 2,Jaipur,Offline,Festive,Kids Wear,740,3,2220,45,1221,4.0,5,Cash,Regular,1
TXN17457019,CUST222034,Zudio,45-54,Female,Tier 1,Chennai,Offline,Winter,T-Shirts,530,1,530,20,424,3.3,11,Cash,One-time,0
TXN04915041,CUST491647,Zudio,18-24,Female,Tier 2,Bhopal,Offline,Monsoon,T-Shirts,620,1,620,5,589,4.0,7,UPI,One-time,0
TXN79742668,CUST564486,Westside,35-44,Male,Tier 1,Bengaluru,Offline,Winter,Shirts,1290,1,1290,10,1161,4.2,8,Cash,Occasional,1
TXN36290728,CUST517474,Zudio,55+,Female,Tier 1,Delhi,Online,Monsoon,T-Shirts,690,1,690,0,690,4.5,24,Card,One-time,0
TXN73493464,CUST991852,Westside,25-34,Female,Tier 3,Dehradun,Offline,Summer,Accessories,640,1,640,0,640,3.3,7,Cash,Regular,1
TXN88867281,CUST852098,Zudio,25-34,Male,Tier 1,Hyderabad,Online,Monsoon,Accessories,350,1,350,15,298,3.9,27,Card,Occasional,1
TXN36643991,CUST586447,Westside,45-54,Male,Tier 2,Bhopal,Offline,Summer,Jeans,1860,2,3720,10,3348,4.7,6,UPI,Regular,1
TXN16920046,CUST632194,Westside,18-24,Female,Tier 2,Bhopal,Offline,Festive,Dresses,2080,1,2080,10,1872,4.3,3,Card,Frequent,1
TXN66104169,CUST945168,Westside,45-54,Male,Tier 3,Mysuru,Offline,Monsoon,Trousers,1600,2,3200,15,2720,3.7,9,Card,One-time,0
TXN59889020,CUST071773,Zudio,25-34,Male,Tier 1,Pune,Offline,Summer,Dresses,1580,1,1580,10,1422,4.3,5,UPI,One-time,0
TXN52763646,CUST955248,Westside,35-44,Male,Tier 1,Kolkata,Offline,Summer,Ethnic Wear,2250,2,4500,10,4050,4.5,6,UPI,One-time,0
TXN99354489,CUST147029,Zudio,18-24,Male,Tier 2,Lucknow,Offline,Winter,Trousers,1140,1,1140,10,1026,4.6,3,UPI,Frequent,1
TXN21516233,CUST969028,Westside,55+,Female,Tier 1,Chennai,Offline,Monsoon,Dresses,2110,1,2110,40,1266,4.0,14,Wallet,Regular,1
TXN43842762,CUST107117,Westside,35-44,Female,Tier 2,Coimbatore,Offline,Festive,Trousers,1650,1,1650,20,1320,4.6,4,Wallet,Regular,1
TXN79479435,CUST077641,Zudio,45-54,Male,Tier 2,Nagpur,Online,Winter,Accessories,480,1,480,0,480,3.1,15,UPI,Occasional,0
TXN99463908,CUST575162,Zudio,55+,Female,Tier 1,Pune,Offline,Winter,Shirts,1000,1,1000,15,850,4.1,7,Card,One-time,0
TXN32830714,CUST809892,Zudio,25-34,Male,Tier 2,Jaipur,Offline,Winter,Dresses,1670,2,3340,20,2672,5.0,8,Cash,Regular,1
TXN31169668,CUST402955,Zudio,18-24,Male,Tier 2,Patna,Online,Festive,Shirts,890,1,890,50,445,3.9,19,UPI,Regular,1
TXN10205840,CUST962428,Zudio,25-34,Male,Tier 1,Ahmedabad,Offline,Festive,Dresses,1450,1,1450,15,1232,3.4,7,UPI,Frequent,1
TXN61545668,CUST603411,Zudio,25-34,Female,Tier 2,Indore,Offline,Festive,Dresses,1710,1,1710,15,1454,5.0,4,UPI,Regular,1
TXN94912780,CUST992088,Zudio,45-54,Male,Tier 1,Mumbai,Online,Monsoon,Accessories,400,1,400,20,320,5.0,19,Card,Occasional,0
TXN24612329,CUST248371,Zudio,25-34,Male,Tier 1,Hyderabad,Offline,Summer,Trousers,1190,1,1190,15,1012,4.3,7,UPI,Frequent,1
TXN89418239,CUST039310,Westside,18-24,Male,Tier 2,Indore,Online,Winter,Accessories,620,1,620,20,496,4.3,12,Card,Occasional,1
TXN24219634,CUST822816,Westside,55+,Male,Tier 2,Surat,Online,Winter,Accessories,730,1,730,40,438,3.5,17,Wallet,Regular,1
TXN65681926,CUST449100,Westside,35-44,Female,Tier 1,Chennai,Offline,Festive,T-Shirts,890,1,890,15,756,5.0,11,UPI,Regular,1
TXN16346420,CUST427426,Zudio,45-54,Male,Tier 1,Mumbai,Online,Festive,Accessories,430,1,430,10,387,3.3,16,Card,One-time,0
TXN14233895,CUST618652,Westside,45-54,Female,Tier 1,Bengaluru,Online,Summer,Kids Wear,1070,2,2140,5,2033,3.9,17,UPI,Occasional,0
TXN20920228,CUST262327,Zudio,35-44,Other,Tier 2,Coimbatore,Online,Monsoon,Shirts,870,1,870,10,783,4.2,26,NetBanking,Occasional,0
TXN70215080,CUST766040,Westside,18-24,Male,Tier 1,Kolkata,Online,Winter,Dresses,2070,1,2070,10,1863,3.8,15,UPI,Occasional,1
TXN17044657,CUST270606,Westside,18-24,Male,Tier 3,Ranchi,Offline,Summer,Trousers,1700,2,3400,25,2550,2.5,6,Card,Frequent,1
TXN49299810,CUST530073,Zudio,25-34,Female,Tier 3,Ranchi,Offline,Festive,Dresses,1550,3,4650,25,3488,4.2,8,UPI,One-time,0
TXN43963299,CUST003311,Westside,25-34,Female,Tier 2,Coimbatore,Offline,Summer,Jeans,1830,1,1830,25,1372,4.3,7,UPI,Occasional,1
TXN02911833,CUST915983,Zudio,18-24,Female,Tier 1,Mumbai,Offline,Festive,Shirts,890,1,890,40,534,3.8,7,Card,Regular,1
TXN59814534,CUST338896,Zudio,25-34,Female,Tier 3,Nashik,Offline,Festive,T-Shirts,640,1,640,10,576,4.5,7,UPI,Occasional,1
TXN21565355,CUST771330,Zudio,25-34,Female,Tier 2,Vadodara,Online,Winter,Shirts,870,1,870,10,783,3.8,20,NetBanking,One-time,0
TXN99430761,CUST754817,Westside,18-24,Female,Tier 2,Jaipur,Online,Summer,T-Shirts,820,1,820,0,820,3.8,21,Wallet,Frequent,1
TXN00920551,CUST609348,Zudio,35-44,Male,Tier 1,Kolkata,Online,Summer,Trousers,1320,1,1320,20,1056,4.0,15,Card,One-time,0
TXN38067704,CUST271137,Zudio,35-44,Female,Tier 1,Kolkata,Offline,Summer,Shirts,970,1,970,5,922,4.2,7,Card,Occasional,1
TXN28404529,CUST366921,Westside,25-34,Male,Tier 2,Vadodara,Offline,Festive,Accessories,710,2,1420,30,994,4.8,7,Card,Regular,1
TXN46441736,CUST425689,Zudio,25-34,Male,Tier 2,Surat,Online,Winter,Dresses,1510,1,1510,10,1359,3.5,16,UPI,Occasional,0
TXN16651967,CUST663045,Zudio,25-34,Male,Tier 1,Delhi,Offline,Summer,Ethnic Wear,1480,1,1480,20,1184,4.1,7,Cash,Occasional,0
TXN77328629,CUST778450,Zudio,18-24,Male,Tier 2,Surat,Offline,Winter,Dresses,1490,1,1490,30,1043,3.6,10,UPI,Occasional,1
TXN68830543,CUST786469,Zudio,25-34,Male,Tier 2,Nagpur,Offline,Monsoon,Footwear,1280,1,1280,25,960,4.6,8,UPI,Occasional,0
TXN56886046,CUST018683,Zudio,25-34,Male,Tier 1,Kolkata,Offline,Monsoon,Jeans,1260,1,1260,15,1071,4.2,3,UPI,Occasional,1
TXN49311150,CUST117363,Westside,55+,Female,Tier 1,Pune,Online,Summer,Accessories,660,1,660,10,594,4.1,17,NetBanking,One-time,0
TXN12895162,CUST381994,Westside,25-34,Male,Tier 1,Delhi,Offline,Festive,Dresses,2140,3,6420,25,4815,3.2,6,Cash,Regular,1
TXN85076977,CUST024403,Westside,55+,Female,Tier 1,Delhi,Online,Winter,Jeans,1920,1,1920,30,1344,5.0,20,UPI,One-time,0
TXN71928621,CUST759547,Zudio,18-24,Male,Tier 3,Mysuru,Offline,Festive,Ethnic Wear,1510,1,1510,20,1208,4.7,8,UPI,Regular,1
TXN94803842,CUST993542,Zudio,45-54,Male,Tier 3,Dehradun,Offline,Winter,Jeans,1390,1,1390,20,1112,4.5,12,Cash,Occasional,1
TXN36232885,CUST655372,Zudio,18-24,Male,Tier 1,Ahmedabad,Offline,Festive,Accessories,560,2,1120,30,784,4.3,7,Card,One-time,0
TXN84888579,CUST153891,Zudio,18-24,Female,Tier 1,Mumbai,Offline,Summer,Trousers,1290,2,2580,30,1806,4.5,3,Wallet,One-time,0
TXN41016001,CUST167459,Zudio,35-44,Male,Tier 2,Indore,Offline,Monsoon,Ethnic Wear,1740,1,1740,0,1740,3.7,6,Cash,One-time,0
TXN66662975,CUST285938,Zudio,35-44,Female,Tier 2,Vadodara,Offline,Winter,Shirts,820,1,820,20,656,4.2,6,UPI,One-time,0
TXN30973369,CUST232722,Westside,35-44,Male,Tier 2,Vadodara,Online,Winter,Dresses,2140,1,2140,0,2140,4.0,14,NetBanking,Occasional,0
TXN14499441,CUST213732,Zudio,18-24,Female,Tier 2,Indore,Offline,Summer,Accessories,490,1,490,20,392,3.9,9,Cash,One-time,0
TXN63514021,CUST199349,Zudio,55+,Male,Tier 1,Kolkata,Online,Festive,T-Shirts,750,1,750,25,562,4.0,23,UPI,Regular,1
TXN09116059,CUST603471,Zudio,25-34,Female,Tier 2,Nagpur,Offline,Winter,Shirts,770,1,770,0,770,4.5,8,Cash,Occasional,1
TXN45806195,CUST743567,Zudio,18-24,Female,Tier 1,Delhi,Offline,Monsoon,Accessories,490,1,490,10,441,3.9,7,Cash,One-time,0
TXN60072004,CUST327571,Zudio,25-34,Male,Tier 2,Jaipur,Offline,Festive,T-Shirts,640,1,640,20,512,3.9,8,UPI,Occasional,0
TXN40566164,CUST771975,Zudio,45-54,Male,Tier 2,Patna,Offline,Summer,Footwear,1190,3,3570,0,3570,4.3,7,Cash,Occasional,0
TXN65415647,CUST442953,Zudio,35-44,Male,Tier 2,Lucknow,Offline,Winter,T-Shirts,700,1,700,20,560,4.5,5,UPI,Regular,1
TXN08782540,CUST976792,Zudio,35-44,Male,Tier 1,Pune,Online,Festive,Dresses,1660,2,3320,15,2822,4.3,23,Card,Occasional,0
TXN65962947,CUST010567,Zudio,18-24,Female,Tier 1,Hyderabad,Offline,Monsoon,Footwear,1320,1,1320,40,792,4.4,5,Cash,One-time,0
TXN76967450,CUST401271,Westside,25-34,Female,Tier 2,Lucknow,Offline,Festive,Trousers,1750,2,3500,10,3150,4.2,8,UPI,One-time,0
TXN52665524,CUST342628,Zudio,25-34,Female,Tier 1,Hyderabad,Offline,Monsoon,Shirts,790,1,790,10,711,3.3,5,Cash,Regular,1
TXN67504404,CUST531943,Zudio,35-44,Male,Tier 2,Vadodara,Offline,Winter,Ethnic Wear,1740,1,1740,10,1566,3.6,8,Card,Regular,1
TXN25001113,CUST926952,Zudio,25-34,Female,Tier 1,Mumbai,Offline,Monsoon,Jeans,1350,1,1350,15,1148,3.1,6,UPI,Occasional,1
TXN71709827,CUST764419,Westside,45-54,Male,Tier 1,Mumbai,Offline,Summer,Jeans,1740,3,5220,30,3654,4.9,5,Card,Occasional,1
TXN24663618,CUST209888,Zudio,35-44,Other,Tier 3,Raipur,Offline,Festive,Shirts,1010,1,1010,25,758,4.2,6,Card,Frequent,1
TXN52080871,CUST299835,Zudio,18-24,Male,Tier 2,Indore,Offline,Monsoon,T-Shirts,850,1,850,15,722,3.5,9,Cash,Occasional,0
TXN19440169,CUST125638,Zudio,25-34,Female,Tier 1,Pune,Offline,Summer,Jeans,1310,1,1310,30,917,4.4,9,UPI,One-time,0
TXN72725790,CUST817146,Zudio,25-34,Female,Tier 1,Ahmedabad,Offline,Summer,Ethnic Wear,1620,1,1620,30,1134,4.2,12,Cash,Frequent,1
TXN26365638,CUST837996,Zudio,25-34,Male,Tier 3,Amritsar,Offline,Summer,T-Shirts,580,2,1160,30,812,4.8,8,UPI,One-time,0
TXN07807788,CUST713836,Westside,18-24,Male,Tier 2,Surat,Offline,Monsoon,Trousers,1690,3,5070,15,4310,4.2,9,UPI,Regular,1
TXN09557390,CUST491596,Westside,18-24,Male,Tier 2,Surat,Offline,Festive,Shirts,1150,1,1150,20,920,4.3,5,Card,Regular,1
TXN67110366,CUST526507,Zudio,35-44,Female,Tier 1,Mumbai,Online,Festive,Kids Wear,690,1,690,10,621,3.5,10,Card,Regular,1
TXN65846491,CUST238547,Westside,55+,Male,Tier 1,Pune,Online,Festive,T-Shirts,900,1,900,20,720,4.7,19,Wallet,Occasional,0
TXN82626995,CUST793131,Zudio,35-44,Male,Tier 1,Bengaluru,Offline,Summer,T-Shirts,680,1,680,5,646,3.7,8,UPI,One-time,0
TXN06942479,CUST548756,Zudio,25-34,Male,Tier 1,Delhi,Offline,Monsoon,Jeans,1340,1,1340,15,1139,3.7,6,UPI,Regular,1
TXN54394293,CUST302259,Zudio,18-24,Female,Tier 2,Indore,Offline,Monsoon,Footwear,1270,1,1270,15,1080,3.9,10,UPI,One-time,0
TXN68654598,CUST085147,Zudio,25-34,Female,Tier 2,Lucknow,Offline,Festive,Kids Wear,760,1,760,20,608,3.9,7,Cash,Regular,1
TXN55242244,CUST974651,Westside,35-44,Male,Tier 2,Indore,Offline,Summer,Shirts,1160,1,1160,20,928,4.1,3,Card,Occasional,1
TXN10139435,CUST567515,Zudio,18-24,Male,Tier 3,Raipur,Offline,Winter,T-Shirts,680,1,680,30,476,3.8,3,UPI,One-time,0
TXN97878984,CUST555676,Zudio,18-24,Male,Tier 1,Pune,Online,Winter,Dresses,1410,1,1410,15,1198,4.0,23,UPI,One-time,0
TXN53005365,CUST491767,Zudio,25-34,Male,Tier 3,Dehradun,Offline,Monsoon,Footwear,1250,1,1250,0,1250,5.0,5,Wallet,Regular,1
TXN04936404,CUST093670,Westside,25-34,Female,Tier 1,Mumbai,Offline,Summer,Dresses,2090,1,2090,10,1881,3.2,5,Cash,One-time,0
TXN31124373,CUST317994,Westside,35-44,Female,Tier 1,Ahmedabad,Offline,Monsoon,Trousers,1840,1,1840,10,1656,3.6,9,Cash,Frequent,1
TXN17051797,CUST241099,Westside,18-24,Female,Tier 2,Bhopal,Offline,Festive,Dresses,2160,1,2160,35,1404,3.9,7,Card,One-time,0
TXN41767052,CUST960128,Westside,18-24,Female,Tier 2,Jaipur,Online,Summer,Ethnic Wear,2050,1,2050,0,2050,4.4,12,Card,Occasional,1
TXN87969773,CUST212268,Westside,18-24,Female,Tier 2,Bhopal,Online,Monsoon,Shirts,1270,1,1270,10,1143,4.8,25,UPI,Regular,1
TXN18581943,CUST112730,Westside,18-24,Male,Tier 3,Amritsar,Online,Festive,Shirts,1310,3,3930,30,2751,3.7,20,UPI,Regular,1
TXN30303478,CUST930839,Zudio,35-44,Male,Tier 1,Kolkata,Online,Summer,T-Shirts,650,2,1300,30,910,4.1,13,UPI,Occasional,1
TXN13908089,CUST718505,Zudio,45-54,Female,Tier 2,Bhopal,Offline,Winter,Accessories,580,1,580,40,348,4.2,9,UPI,Frequent,1
TXN67206387,CUST847091,Westside,35-44,Female,Tier 1,Bengaluru,Online,Monsoon,T-Shirts,930,2,1860,5,1767,4.6,16,Card,Occasional,1
TXN49337668,CUST658835,Zudio,25-34,Male,Tier 1,Bengaluru,Offline,Winter,Jeans,1500,1,1500,40,900,4.0,9,Card,Regular,1
TXN42750990,CUST981991,Zudio,18-24,Male,Tier 2,Coimbatore,Online,Summer,Footwear,1390,1,1390,10,1251,3.5,17,Card,Regular,1
TXN39733569,CUST397689,Zudio,25-34,Female,Tier 2,Jaipur,Offline,Monsoon,Jeans,1350,1,1350,0,1350,4.5,9,UPI,One-time,0
TXN86245684,CUST296214,Westside,18-24,Male,Tier 3,Raipur,Offline,Festive,Footwear,1590,2,3180,25,2385,4.1,5,Cash,One-time,0
TXN79080583,CUST981721,Zudio,18-24,Male,Tier 1,Mumbai,Offline,Summer,Shirts,840,1,840,0,840,5.0,7,Cash,Regular,1
TXN99418094,CUST525218,Zudio,25-34,Female,Tier 2,Indore,Offline,Festive,Dresses,1530,3,4590,15,3902,4.0,6,UPI,Occasional,1
TXN25931199,CUST706533,Westside,35-44,Female,Tier 1,Ahmedabad,Offline,Monsoon,Shirts,1250,1,1250,10,1125,3.9,5,Card,Regular,1
TXN34151533,CUST637548,Westside,18-24,Female,Tier 1,Ahmedabad,Offline,Summer,Jeans,1830,1,1830,5,1738,4.6,5,UPI,Occasional,0
TXN70405147,CUST746744,Zudio,25-34,Female,Tier 1,Ahmedabad,Offline,Summer,Accessories,430,1,430,20,344,3.8,1,UPI,One-time,0
TXN75458737,CUST493243,Westside,18-24,Male,Tier 3,Gwalior,Online,Winter,Kids Wear,990,3,2970,10,2673,3.6,18,Wallet,One-time,0
TXN96837146,CUST907202,Zudio,35-44,Male,Tier 3,Dehradun,Offline,Festive,Footwear,1350,3,4050,25,3038,3.9,3,Cash,Occasional,1
TXN81794989,CUST482137,Westside,35-44,Female,Tier 1,Mumbai,Online,Winter,T-Shirts,880,2,1760,20,1408,4.0,17,Wallet,One-time,0
TXN01509457,CUST111338,Zudio,18-24,Male,Tier 2,Indore,Offline,Winter,Jeans,1370,1,1370,0,1370,3.3,3,UPI,Regular,1
TXN54135312,CUST666441,Westside,25-34,Female,Tier 3,Amritsar,Offline,Festive,Jeans,1670,1,1670,15,1420,4.6,7,Cash,One-time,0
TXN41499280,CUST313160,Westside,18-24,Female,Tier 2,Bhopal,Offline,Summer,Shirts,1190,1,1190,15,1012,5.0,6,Cash,Occasional,0
TXN31409354,CUST757573,Zudio,35-44,Female,Tier 3,Agra,Offline,Winter,Kids Wear,810,2,1620,15,1377,2.4,5,UPI,Frequent,1
TXN67146941,CUST708475,Westside,18-24,Male,Tier 1,Hyderabad,Offline,Festive,Shirts,1360,3,4080,10,3672,4.8,3,Cash,Occasional,1
TXN48882996,CUST192116,Zudio,25-34,Male,Tier 2,Patna,Online,Monsoon,Footwear,1090,1,1090,40,654,3.4,16,UPI,Regular,1
TXN42500819,CUST558397,Westside,25-34,Male,Tier 2,Indore,Offline,Summer,T-Shirts,890,3,2670,0,2670,4.2,12,Cash,One-time,0
TXN11121926,CUST051380,Zudio,55+,Male,Tier 1,Bengaluru,Offline,Festive,Jeans,1350,2,2700,25,2025,4.4,5,UPI,Regular,1
TXN38230448,CUST901274,Zudio,18-24,Male,Tier 2,Bhopal,Offline,Winter,T-Shirts,650,1,650,5,618,3.7,8,Cash,Occasional,0
TXN73646690,CUST881816,Zudio,25-34,Female,Tier 1,Bengaluru,Online,Summer,Shirts,1010,1,1010,30,707,5.0,19,UPI,Regular,1
TXN06415087,CUST304354,Westside,25-34,Female,Tier 1,Kolkata,Offline,Monsoon,T-Shirts,920,1,920,30,644,4.2,4,UPI,Frequent,1
TXN07913533,CUST264328,Zudio,18-24,Female,Tier 2,Indore,Offline,Summer,T-Shirts,650,2,1300,15,1105,4.0,12,Card,Occasional,0
TXN00066336,CUST246249,Zudio,18-24,Male,Tier 1,Pune,Offline,Summer,T-Shirts,660,1,660,10,594,4.1,6,Card,One-time,0
TXN12201877,CUST409145,Westside,25-34,Male,Tier 2,Patna,Offline,Summer,T-Shirts,850,2,1700,30,1190,3.7,5,Cash,One-time,0
TXN59258624,CUST919291,Westside,45-54,Male,Tier 3,Dehradun,Offline,Monsoon,Dresses,2030,1,2030,25,1522,5.0,12,Cash,Regular,1
TXN16702719,CUST485709,Westside,35-44,Female,Tier 1,Mumbai,Offline,Winter,T-Shirts,900,1,900,10,810,5.0,4,Card,Regular,1
TXN17662269,CUST598580,Westside,35-44,Male,Tier 3,Ranchi,Offline,Festive,Accessories,760,2,1520,40,912,4.1,7,UPI,Regular,1
TXN60023169,CUST841787,Zudio,18-24,Female,Tier 2,Jaipur,Offline,Summer,Ethnic Wear,1640,1,1640,30,1148,4.5,3,UPI,Regular,1
TXN74830464,CUST223571,Zudio,25-34,Male,Tier 1,Ahmedabad,Offline,Summer,Jeans,1290,3,3870,25,2902,4.6,10,Cash,Occasional,1
TXN66692211,CUST804311,Zudio,18-24,Male,Tier 1,Ahmedabad,Offline,Winter,Trousers,1200,2,2400,15,2040,3.6,4,Card,Occasional,1
TXN11466108,CUST694464,Zudio,55+,Male,Tier 1,Bengaluru,Online,Winter,Shirts,940,3,2820,10,2538,4.1,16,Card,One-time,0
TXN88728948,CUST822365,Zudio,45-54,Female,Tier 3,Nashik,Offline,Summer,T-Shirts,660,2,1320,10,1188,3.1,6,Cash,Occasional,0
TXN97148920,CUST988630,Westside,25-34,Female,Tier 2,Vadodara,Offline,Festive,T-Shirts,910,3,2730,20,2184,4.7,7,UPI,Regular,1
TXN67606366,CUST432224,Westside,18-24,Male,Tier 3,Agra,Online,Festive,Trousers,1740,1,1740,20,1392,4.1,21,UPI,One-time,0
TXN48940176,CUST246435,Zudio,35-44,Male,Tier 1,Hyderabad,Online,Winter,Shirts,930,1,930,10,837,3.7,15,UPI,One-time,0
TXN91600905,CUST152553,Westside,35-44,Male,Tier 2,Coimbatore,Online,Summer,Footwear,1680,2,3360,30,2352,3.6,16,Card,Regular,1
TXN45337414,CUST528300,Zudio,25-34,Male,Tier 1,Mumbai,Offline,Festive,Shirts,870,1,870,15,740,3.8,10,Card,One-time,0
TXN84057719,CUST000893,Zudio,25-34,Female,Tier 1,Ahmedabad,Online,Winter,Ethnic Wear,1580,1,1580,20,1264,3.5,19,UPI,One-time,0
TXN34986168,CUST877232,Zudio,18-24,Male,Tier 3,Nashik,Offline,Monsoon,Trousers,1180,1,1180,0,1180,4.0,8,Card,Occasional,0
TXN56141774,CUST449358,Westside,18-24,Male,Tier 1,Ahmedabad,Offline,Winter,Trousers,1630,1,1630,20,1304,4.0,3,UPI,Regular,1
TXN18357413,CUST830642,Zudio,25-34,Male,Tier 2,Indore,Offline,Winter,Ethnic Wear,1710,1,1710,30,1197,3.7,7,UPI,One-time,0
TXN87750846,CUST228091,Westside,18-24,Female,Tier 2,Indore,Online,Festive,T-Shirts,920,2,1840,40,1104,3.4,16,UPI,Frequent,1
TXN10187520,CUST620746,Zudio,18-24,Male,Tier 1,Delhi,Offline,Summer,Jeans,1400,1,1400,20,1120,4.8,12,Wallet,Occasional,1
TXN00038856,CUST602590,Westside,35-44,Male,Tier 3,Raipur,Offline,Festive,Footwear,1900,1,1900,30,1330,4.8,10,Card,Occasional,1
TXN20083045,CUST538415,Zudio,18-24,Female,Tier 1,Pune,Offline,Summer,Shirts,1000,1,1000,10,900,5.0,8,Wallet,Frequent,1
TXN91806541,CUST450502,Zudio,55+,Male,Tier 1,Delhi,Offline,Festive,Trousers,1250,1,1250,50,625,3.9,5,Cash,One-time,0
TXN45639672,CUST947362,Zudio,45-54,Female,Tier 2,Patna,Online,Festive,Trousers,1280,1,1280,40,768,4.2,19,Wallet,One-time,0
TXN31983558,CUST206307,Zudio,35-44,Female,Tier 1,Hyderabad,Online,Winter,Kids Wear,800,1,800,30,560,4.5,21,UPI,Frequent,1
TXN07076858,CUST165849,Zudio,25-34,Male,Tier 1,Delhi,Offline,Winter,Shirts,970,1,970,25,728,5.0,4,UPI,One-time,0
TXN69436795,CUST751258,Zudio,35-44,Male,Tier 1,Chennai,Offline,Winter,Dresses,1570,2,3140,5,2983,4.4,7,Card,Occasional,1
TXN97815861,CUST441314,Westside,18-24,Female,Tier 1,Kolkata,Offline,Monsoon,Shirts,1150,1,1150,15,978,4.3,8,UPI,Occasional,1
TXN18710328,CUST427788,Zudio,18-24,Male,Tier 2,Coimbatore,Offline,Summer,Accessories,490,1,490,15,416,4.4,4,Cash,One-time,0
TXN00805538,CUST720487,Westside,18-24,Male,Tier 1,Hyderabad,Offline,Winter,Accessories,710,1,710,0,710,3.6,16,Cash,Frequent,1
TXN00147922,CUST359903,Zudio,25-34,Female,Tier 2,Patna,Offline,Summer,Ethnic Wear,1630,1,1630,10,1467,4.6,14,Cash,One-time,0
TXN98063764,CUST570418,Zudio,18-24,Female,Tier 2,Coimbatore,Offline,Winter,Dresses,1430,3,4290,5,4076,4.4,5,Wallet,Frequent,1
TXN01465837,CUST029748,Zudio,18-24,Female,Tier 1,Bengaluru,Offline,Festive,T-Shirts,670,2,1340,15,1139,4.7,4,UPI,One-time,0
TXN34408515,CUST496490,Zudio,25-34,Female,Tier 2,Jaipur,Offline,Festive,Shirts,820,1,820,25,615,5.0,5,Wallet,Occasional,0
TXN04930907,CUST457059,Zudio,25-34,Female,Tier 1,Bengaluru,Offline,Summer,Trousers,1110,1,1110,15,944,4.3,6,UPI,Regular,1
